epoch,train_loss,valid_loss,val_mrr
1,0.3357214620918967,0.024499340754118748,0.6198227485752704
2,0.2229911464964971,0.03123417720780708,0.6360795473829304
3,0.10084516636561602,0.0325167246919591,0.6342229359212729
4,0.09376244472514372,0.03246792536810972,0.6322257664749608
