epoch,train_loss,valid_loss,val_mrr
1,1.1369145831558853,0.032332419243175536,0.6693714745352058
2,0.6482394962804392,0.031895288804662414,0.6617676705968648
3,0.34471719281282276,0.033803459504269995,0.6573429304521664
4,0.31893678492633626,0.03556754706369247,0.6554834583761275
5,0.30103342328220606,0.03509899531491101,0.6496271504305039
6,0.2812700734066311,0.03546653987723403,0.6389706103387502
7,0.25882372629712336,0.03691637389420066,0.6450177552031711
8,0.23469423825736158,0.036709649430122226,0.6385148756796419
