epoch,train_loss,valid_loss,val_mrr
1,0.275407334062038,0.028857732235337608,0.6574536944107535
2,0.11843272190890275,0.03319191346236039,0.6613909422282016
3,0.0939548245514743,0.029805652986397035,0.6647717035782948
4,0.0915391749877017,0.031424769418663345,0.6625610304805788
5,0.08370690945594106,0.029632203630171716,0.6627222915557608
